TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,INTERVAL_TYPE,INTERVAL_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME,UDT_CATALOG,UDT_SCHEMA,UDT_NAME,SCOPE_CATALOG,SCOPE_SCHEMA,SCOPE_NAME,MAXIMUM_CARDINALITY,DTD_IDENTIFIER,IS_SELF_REFERENCING,IS_IDENTITY,IDENTITY_GENERATION,IDENTITY_START,IDENTITY_INCREMENT,IDENTITY_MAXIMUM,IDENTITY_MINIMUM,IDENTITY_CYCLE,IDENTITY_ORDERED,SCHEMA_EVOLUTION_RECORD,COMMENT
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,COMPANY_RELATIONSHIPS,RELATED_COMPANY_ID,4,,YES,TEXT,32,128,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Unique identifier assigned by Cybersyn to the related company. Joinable to the COMPANY_INDEX table.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,COMPANY_RELATIONSHIPS,RELATED_COMPANY_NAME,5,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,The name of the related company.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,COMPANY_RELATIONSHIPS,RELATIONSHIP_END_DATE,9,,YES,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,"The ending of the relationship being valid for the company and the related company. In cases where a relationship is currently valid, an end date of NULL is assigned."
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,COMPANY_RELATIONSHIPS,ENTITY_LEVEL,3,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,"Describes the type or level of the entity for additional convenience. Currently, all entities are corporate entities and are denoted as 'Corporate'."
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,COMPANY_RELATIONSHIPS,COMPANY_ID,1,,YES,TEXT,32,128,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Unique identifier assigned by Cybersyn to each company. Joinable to the COMPANY_INDEX table.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,COMPANY_RELATIONSHIPS,RELATIONSHIP_START_DATE,8,,YES,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,"The beginning of a company being associated with the related company. In cases where the start date is unknown, NULL is assigned."
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,COMPANY_RELATIONSHIPS,RELATIONSHIP_TYPE,7,,YES,TEXT,10,40,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Specifies the kind of relationship between the company and the related company. The value is 'Parent' when the company is the parent of the related company and 'Subsidiary' when the company is a subsidiary of the related company.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,COMPANY_RELATIONSHIPS,RELATED_ENTITY_LEVEL,6,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,"Describes the type or level of the related entity for additional convenience. Currently, all entities are corporate entities and are denoted as 'Corporate'."
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,COMPANY_RELATIONSHIPS,COMPANY_NAME,2,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,The name of the company.
