TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,INTERVAL_TYPE,INTERVAL_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME,UDT_CATALOG,UDT_SCHEMA,UDT_NAME,SCOPE_CATALOG,SCOPE_SCHEMA,SCOPE_NAME,MAXIMUM_CARDINALITY,DTD_IDENTIFIER,IS_SELF_REFERENCING,IS_IDENTITY,IDENTITY_GENERATION,IDENTITY_START,IDENTITY_INCREMENT,IDENTITY_MAXIMUM,IDENTITY_MINIMUM,IDENTITY_CYCLE,IDENTITY_ORDERED,SCHEMA_EVOLUTION_RECORD,COMMENT
SEC_FILINGS,CYBERSYN,GEOGRAPHY_INDEX,LEVEL,3,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,"Geographic level or hierarchy (e.g., Country, State, County, City, Continent, CountrySubRegion, etc.)"
SEC_FILINGS,CYBERSYN,GEOGRAPHY_INDEX,ISO_ALPHA2,5,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,2 letter country code from International Organization for Standardization
SEC_FILINGS,CYBERSYN,GEOGRAPHY_INDEX,GEO_ID,1,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,"A unique identifier for a place (a nation, state, zip-code, etc.)"
SEC_FILINGS,CYBERSYN,GEOGRAPHY_INDEX,ISO_3166_2_CODE,8,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Full ISO-3166 code
SEC_FILINGS,CYBERSYN,GEOGRAPHY_INDEX,ISO_ALPHA3,6,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,3 letter country code from International Organization for Standardization
SEC_FILINGS,CYBERSYN,GEOGRAPHY_INDEX,GEO_NAME,2,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Full name of the place
SEC_FILINGS,CYBERSYN,GEOGRAPHY_INDEX,ISO_NUMERIC_CODE,7,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Numeric code from International Organization for Standardization
SEC_FILINGS,CYBERSYN,GEOGRAPHY_INDEX,ISO_NAME,4,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Country name from International Organization for Standardization
