TABLE_NAME,DATA_TYPE,COLUMN_NAME,IS_NULLABLE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,COMMENT
COMPANY_SECURITY_RELATIONSHIPS,TEXT,SECURITY_ID_TYPE,YES,16777216,,,"The type of ID that is provided in the SECURITY_ID column. Examples of different ID types include OpenFIGI FIGI ID, OpenFIGI Share Class ID, PermID Security ID, and others."
COMPANY_SECURITY_RELATIONSHIPS,TEXT,COMPANY_ID,YES,16777216,,,Unique identifier assigned by Cybersyn to each company.
COMPANY_SECURITY_RELATIONSHIPS,TEXT,COMPANY_NAME,YES,16777216,,,The name of the company.
COMPANY_SECURITY_RELATIONSHIPS,TEXT,SECURITY_NAME,YES,16777216,,,Name of the security.
COMPANY_SECURITY_RELATIONSHIPS,TEXT,SECURITY_ID,YES,16777216,,,Unique identifier for a particular security.
